"MEASURE - Absolute value in thousands"

YEAR,"1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050"
"ECONOMY",
"Individual economies","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"  ECA: Central Africa",21905.734,22307.469,22717.939,23143.149,23587.714,24055.072,24547.284,25065.21,25608.535,26176.23,26767.256,27381.43,28020.268,28687.335,29387.153,30122.635,30896.706,31707.588,32548.05,33407.85,34280.319,35162.122,36057.222,36974.701,37927.419,38924.717,39972.219,41067.598,42202.352,43363.766,44544.086,45743.623,46970.523,48234.774,49549.946,50928.055,52363.268,53857.866,55441,57150.047,59006.731,61034.634,63213.754,65469.351,67698.14599999999,69829.974,71835.662,73748.466,75637.341,77602.98299999999,79720.072,82009.86900000001,84455.154,87045.486,89757.776,92574.636,95498.37699999999,98536.67600000001,101682.812,104928.049,108265.884,111692.021,115206.634,118812.797,122515.797,126318.847,130222.3,134222.226,138312.091,142483.128,146728.857,151046.321,155436.263,159900.571,164442.742,169065.206,173767.005,178546.121,183403.019,188338.237,193351.5,198441.844,203606.786,208842.712,214145.11,219509.729,224933.628,230414.188,235948.189,241532.236,247162.951,252837.282,258551.736,264301.829,270082.617,275889.691,281719.691,287569.904,293438.03,299322.103,305220.089
"  ECA: Eastern Africa",48935.608,50047.692,51186.431,52359.805,53574.732,54837.141,56152.011,57523.305,58954.135,60446.802,62003.397,63626.293,65318.464,67083.784,68926.533,70849.67,72856.878,74948.25500000001,77118.609,79360.103,81667.897,84041.799,86486.52400000001,89008.117,91614.791,94313.773,97110.485,100007.57,103006.603,106108.004,109314.25,112616.742,116020.788,119558.409,123272.093,127186.876,131329.086,135676.806,140148.834,144632.875,149053.471,153376.033,157638.827,161928.584,166370.568,171055.731,176015.267,181223.72,186646.768,192227.048,197923.662,203733.21,209675.086,215758.19,221997.314,228404.953,234982.464,241731.357,248665.018,255799.663,263147.412,270706.603,288588.333,296814.927,305226.455,313827.15,322619.735,331593.727,340724.402,349978.889,359333.417,368775.08,378308.235,387947.674,397717.214,407632.581,417694.897,427893.111,438216.218,448648.591,459177.022,469796.391,480503.825,491291.147,502149.571,513071.631,524050.632,535082.465,546165.562,557299.76,568483.916,579713.874,590984.075,602289.795,613626.054,624987.8860000001,636370.37,647768.749,659177.4129999999,670590.693,682002.7340000001
"  ECA: North Africa",51907.584,53107.438,54375.415,55712.944,57120.237,58596.269,60138.585,61743.453,63406.116,65121.149,66883.53,68690.049,70540.121,72436.47,74383.65700000001,76384.47100000001,78443.50199999999,80558.357,82716.681,84901.628,87103.389,89318.499,91557.885,93843.85799999999,96207.092,98671.39200000001,101239.1,103908.493,106693.569,109609.839,112664.943,115863.358,119192.401,122619.887,126102.009,129603.678,133112.874,136626.682,140130.365,143609.779,147054.542,150457.058,153815.637,157134.532,160422.197,163686.719,166932.236,170162.081,173383.761,176605.989,179838.343,183088.935,186368.385,189692.304,193078.652,196543.895,200088.59,203720.56,207470.669,211376.881,215462.577,219740.876,214081.117,218423.843,222874.499,227381.695,231931.81,236523.162,241129.718,245724.005,250284.838,254798.503,259260.992,263674.299,268046.306,272384.13,276685.769,280951.031,285192.064,289424.951,293662.473,297908.43,302163.182,306431.611,310718.156,315025.446,319355.216,323705.986,328072.072,332445.423,336818.85,341189.121,345553.675,349906.455,354240.721,358550.427,362831.884,367081.611,371294.079,375463.55,379585.42
"  ECA: Southern Africa",34544.456,35261.135,36034.909,36849.634,37693.423,38558.601,39441.768,40343.781,41269.038,42224.685,43217.821,44252.477,45326.935,46432.841,47558.238,48696.835,49843.207,51006.753,52213.473,53498.547,54886.867,56389.35,57997.942,59694.456,61451.332,63248.39,65078.652,66948.182,68865.07000000001,70842.511,72888.86900000001,75005.584,77185.35400000001,79417.42200000001,81687.031,83982.86900000001,86297.57799999999,88631.408,90989.681,93381.55100000001,95811.645,98282.867,100786.521,103302.097,105802.034,108267.139,110695.766,113096.037,115471.903,117830.738,120182.589,122528.611,124880.985,127274.562,129753.864,132353.11,135083.53,137944.572,140943.045,144082.4,147362.456,150790.559,154361.654,158046.765,161806.068,165610.19,169447.975,173324.463,177246.209,181226.162,185273.954,189388.609,193565.703,197807.945,202118.7,206500.147,210952.561,215474.501,220063.541,224716.169,229429.278,234201.236,239030.365,243913.222,248845.776,253824.44,258846.367,263909.579,269012.265,274153.154,279330.547,284542.427,289785.987,295057.806,300354.204,305671.923,311008.47,316362.273,321731.353,327114.203,332509.149
"  ECA: West Africa",70218.491,71307.757,72474.049,73709.09699999999,75007.13800000001,76364.682,77780.943,79257.44,80797.875,82407.514,84091.336,85852.5,87690.666,89601.326,91577.63099999999,93616.099,95717.236,97887.675,100137.616,102480.46,104927.552,107480.933,110143.127,112926.008,115843.536,118904.954,122116.533,125474.207,128962.915,132560.968,136252.233,140031.565,143902.357,147867.711,151933.657,156104.613,160383.972,164769.906,169255.724,173831.914,178494.021,183239.908,188078.458,193029.818,198120.868,203371.941,208796.655,214394.739,220156.575,226065.36,232112.349,238294.914,244628.349,251142.881,257878.681,264865.12,272114.911,279622.452,287375.598,295353.528,303541.027,311934.444,320538.971,329358.482,338399.459,347665.471,357157.818,366870.973,376793.102,386908.388,397205.523,407678.789,418330.972,429169.039,440204.506,451445.111,462891.123,474538.107,486384.073,498425.688,510659.607,523082.696,535691.983,548483.3540000001,561452.243,574593.482,587902.0060000001,601371.76,614994.725,628762.072,642665.23,656697.83,670853.1899999999,685121.525,699492.129,713955.762,728504.048,743131.4080000001,757834.914,772613.252,787463.516
"ECA: Sahel",62677.587,63648.883,64680.49,65766.008,66900.85000000001,68082.235,69309.30899999999,70583.05899999999,71906.079,73282.192,74715.121,76207.491,77759.504,79368.617,81030.73,82744.283,84511.374,86337.932,88231.11500000001,90199.948,92253.07700000001,94389.075,96612.39599999999,98943.855,101409.88,104027.363,106809.532,109746.585,112803.477,115930.775,119093.942,122279.612,125501.541,128785.439,132169.787,135682.641,139332.499,143110.997,147009.567,151013.279,155111.86,159308.006,163608.408,168012.029,172517.453,177126.304,181841.124,186670.746,191631.484,196743.904,202025.802,207484.22,213125.016,218962.356,225011.656,231284.621,237788.669,244524.768,251489.122,258673.906,266072.871,273684.797,281510.368,289546.939,297791.411,306240.562,314893.652,323747.483,332792.745,342017.999,351415.104,360979.174,370712.158,380621.237,390717.614,401009.176,411496.497,422175.972,433046.52,444105.862,455351.513,466781.012,478391.574,490179.286,502139.548,514267.307,526557.845,539005.573,551602.686,564340.6260000001,577211.085,590207.931,603324.897,616552.765,629881.612,643302.72,656808.28,670392.904,684053.58,697788.844,711595.74
"ECA: Oil producing economies",91365.69899999999,92968.75500000001,94714.98299999999,96580.44899999999,98547.242,100603.475,102743.438,104967.504,107281.253,109694.145,112215.75,114851.454,117598.956,120446.65,123377.918,126384.398,129463.365,132629.415,135913.361,139356.131,142989.527,146821.216,150849.722,155084.79,159534.827,164203.376,169099.619,174217.358,179524.605,184977.329,190543.829,196213.893,201996.473,207902.802,213952.046,220159.761,226518.226,233024.431,239704.053,246590.288,253702.105,261065.548,268662.474,276414.823,284215.073,291992.692,299724.26,307453.836,315262.626,323266.513,331556.333,340157.842,349068.193,358314.796,367921.309,377904.817,388281.888,399055.831,410211.012,421720.89,433563.284,445734.983,458234.487,471041.885,484133.203,497490.025,511101.095,524964.529,539082.757,553462.792,568108.97,583019.744,598189.019,613611.927,629282.481,645196.258,661349.303,677741.4250000001,694377.254,711263.779,728405.101,745799.557,763441.5500000001,781326.188,799447.197,817797.757,836371.613,855162.298,874162.249,893363.23,912756.299,932333.839,952085.532,971995.598,992045.798,1012220.342,1032507.21,1052898.432,1073387.38,1093969.129,1114637.498
"ECA: Non-oil Producing",136146.174,139062.736,142073.76,145194.18,148436.002,151808.29,155317.153,158965.685,162754.446,166682.235,170747.59,174951.295,179297.498,183795.106,188455.294,193285.312,198294.164,203479.213,208821.068,214292.457,219876.497,225571.487,231392.978,237362.35,243509.343,249859.85,256417.37,263188.692,270205.904,277507.759,285120.552,293046.979,301274.95,309795.401,318592.69,327646.33,336968.552,346538.237,356261.551,366015.878,375718.305,385324.952,394870.723,404449.559,414198.74,424218.812,434551.326,445171.207,456033.722,467065.605,478220.682,489497.697,500939.766,512598.627,524544.978,536836.897,549485.9840000001,562499.786,575926.13,589819.6310000001,604216.072,619129.52,634542.222,650414.929,666689.075,683313.328,700278.543,717570.022,735122.765,752857.78,770717.619,788667.558,806713.146,824887.601,843246.987,861830.917,880642.052,899661.446,918881.661,938289.857,957874.779,977631.04,997554.591,1017635.858,1037863.659,1058226.971,1078716.236,1099321.68,1120030.564,1140829.415,1161705.195,1182646.695,1203643.131,1224681.812,1245749.927,1266835.347,1287927.253,1309015.513,1330088.409,1351134.672,1372143.41
"ECA: Oil LDCs",30009.805,30613.689,31266.396,31956.857,32676.774,33420.52,34185.174,34970.607,35779.016,36614.343,37480.788,38380.922,39314.303,40276.676,41261.878,42267.405,43290.659,44338.518,45429.414,46587.805,47831.352,49166.841,50589.871,52092.476,53661.514,55286.83,56968.504,58708.523,60500.622,62337.229,64213.691,66131.10799999999,68093.515,70103.69100000001,72165.723,74285.539,76455.82000000001,78682.965,81002.735,83461.958,86090.462,88914.586,91916.481,95028.64999999999,98155.935,101234.717,104239.844,107206.018,110202.793,113330.336,116662.936,120222.568,123993.313,127965.138,132115.225,136426.047,140898.273,145538.245,150339.108,155292.157,160389.645,165631.938,171016.06,176526.895,182145.501,187860.151,193662.012,199558.855,205575.893,211748.819,218103.164,224648.12,231375.891,238274.278,245323.649,252509.589,259827.92,267282.749,274877.765,282619.162,290510.625,298551.146,306735.354,315057.254,323509.015,332083.728,340777.093,349586.185,358507.386,367537.252,376672.019,385907.953,395240.181,404662.419,414167.674,423749.881,433404.279,443127.686,452917.533,462772.009,472688.907
"ECA: Non-oil LDCs",93486.64999999999,95288.575,97127.041,99024.64599999999,100999.14,103063.535,105225.953,107489.797,109854.402,112316.133,114871.511,117520.948,120271.381,123138.001,126140.161,129291.005,132600.466,136063.423,139658.38,143354.612,147131.404,150981.861,154917.716,158959.343,163136.007,167470.131,171973.152,176642.829,181471.118,186443.685,191553.185,196793.703,202177.895,207739.391,213522.859,219558.661,225867.798,232437.556,239223.564,246161.529,253208.51,260353.352,267621.275,275050.505,282696.007,290601.389,298782.358,307239.648,315984.763,325026.267,334373.07,344036.974,354029.355,364356.702,375024.194,386037.495,397404.318,409133.07,421230.392,433702.545,446556.004,459784.159,473390.821,487403.73,501858.617,516775.232,532168.973,548015.473,564245.209,580763.09,597500.363,614426.415,631557.021,648925.841,666588.574,684583.732,702914.804,721560.924,740507.95,759734.035,779221.031,798961.602,818952.238,839182.088,859639.689,880314.146,901195.133,922273.799,943542.0500000001,964992.527,986617.054,1008406.334,1030349.735,1052435.845,1074652.736,1096988.896,1119433.793,1141977.608,1164610.077,1187321.137,1210100.437
"ECA: Small island States",927.104,951.78,975.205,997.707,1019.703,1041.519,1063.483,1085.934,1109.116,1133.358,1158.822,1185.576,1213.591,1242.647,1272.527,1302.804,1333.73,1365.151,1396.141,1425.359,1452.08,1475.612,1496.521,1516.517,1537.935,1562.462,1590.74,1622.152,1655.324,1688.333,1719.743,1749.375,1777.675,1804.835,1831.325,1857.467,1883.026,1908.164,1934.173,1962.805,1995.203,2031.93,2072.4,2115.068,2157.704,2198.69,2237.506,2274.532,2310.105,2344.748,2378.945,2412.68,2445.767,2478.342,2510.641,2542.793,2574.891,2606.96,2638.907,2670.579,2701.938,2732.913,2763.597,2794.182,2824.957,2856.052,2887.539,2919.39,2951.396,2983.286,3014.851,3046.059,3076.919,3107.515,3137.96,3168.315,3198.56,3228.684,3258.653,3288.433,3317.989,3347.311,3376.358,3405.162,3433.642,3461.758,3489.529,3516.891,3543.867,3570.433,3596.593,3622.324,3647.633,3672.51,3696.974,3721.058,3744.717,3768.018,3790.886,3813.35,3835.386
"ECA: Least developed countries",108753.087,110835.227,112995.611,115241.254,117578.11,120011.003,122543.65,125178.762,127918.162,130763.12,133715.269,136777.848,139956.269,143258.864,146695.407,150274.41,154001.104,157878.734,161909.995,166096.674,170441.078,174946.656,179618.002,184459.22,189474.599,194668.434,200046.103,205611.067,211362.698,217298.553,223418.971,229720.771,236210.587,242910.578,249849.609,257046.984,264520.856,272262.885,280234.086,288378.478,296660.357,305070.959,313637.066,322403.023,331430.653,340769.578,350438.363,360440.279,370791.868,381507.066,392598.615,404079.644,415961.01,428248.274,440944.636,454053.174,467580.576,481532.224,495907.392,510702.999,525917.771,541546.176,557590.923,574067.534,590996.491,608389.188,626253.066,644573.1750000001,663310.179,682410.622,701835.487,721565.7389999999,741608.47,761981.938,782717.124,803834.2560000001,825332.6530000001,847196.568,869413.688,891966.316,914838.917,938023.166,961511.969,985291.697,1009347.326,1033664.95,1058232.396,1083039.888,1108078.613,1133340.838,1158817.771,1184498.988,1210372.136,1236423.789,1262639.726,1289006.524,1315512.241,1342146.201,1368897.275,1395754.767,1422707.638
"ECA: Landlocked LDCs",50639.776,51629.096,52635.223,53666.697,54730.818,55833.568,56979.746,58172.698,59414.805,60707.475,62051.859,63449.715,64903.743,66418.156,67997.73,69645.732,71360.87,73141.39200000001,74987.75500000001,76900.508,78877.838,80932.97199999999,83061.97500000001,85226.247,87373.73699999999,89473.97199999999,91509.643,93511.636,95556.85400000001,97750.967,100172.038,102835.178,105722.478,108836.648,112171.331,115712.734,119488.383,123481.355,127579.499,131632.502,135540.564,139249.807,140553.401,144119.242,147864.064,151918.88,156332.735,161063.31,166039.511,171149.876,176315.824,181520.931,186800.75,192190.307,197743.475,203500.866,209472.739,215651.387,222038.923,228633.266,235433.674,242435.886,259757.084,267426.252,275293.195,283369.29,291659.575,300151.312,308816.465,317617.015,326525.625,335528.699,344632.671,353854.549,363221.399,372751.592,382447.175,392296.815,402289.378,412408.564,422641.038,432981.544,443427.902,453973.55,464611.765,475336.326,486140.709,497020.087,507971.872,518994.595,530085.695,541240.7020000001,552453.155,563715.775,575020.358,586359.5330000001,597726.86,609117.302,620525.926,631948.358,643379.455
"ECA: Landlocked countries",53386.628,54461.344,55557.263,56682.359,57843.593,59046.857,60297.028,61597.768,62951.972,64361.647,65828.538,67354.753,68942.95200000001,70596.88099999999,72320.584,74116.91,75984.21000000001,77921.217,79929.656,82011.834,84167.14999999999,86409.95,88735.889,91103.97199999999,93458.815,95767.84699999999,98012.209,100224.461,102486.517,104910.988,107580.668,110510.76,113680.717,117091.393,120733.59,124590.223,128688.533,133008.557,137428.628,141786.354,145972.973,149930.815,151453.912,155212.017,159125.816,163329.601,167873.95,172716.564,177786.59,182972.598,188197.306,193444.837,198755.043,204172.526,209763.386,215577.563,221628.235,227907.307,234418.476,241160.23,248131.402,255330.209,272872.233,280776.63,288879.905,297183.932,305689.913,314387.911,323255.277,332262.488,341388.552,350620.87,359964.097,369435.572,379062.201,388862.077,398837.564,408977.259,419268.708,429693.738,440237.479,450893.931,461660.566,472530.061,483494.977,494548.42,505683.13,516893.587,528176.416,539529.42,550949.3050000001,562431.044,573967.6,585551.054,597172.5820000001,608824.246,620499.244,632192.225,643897.833,655611.353,667327.3760000001
"ECA: Island economies",5010.652,5120.168,5231.966,5346.431,5463.99,5585.059,5710.062,5839.465,5973.636,6113.104,6258.19,6409.137,6566.088,6728.966,6897.691,7072.019,7252.322,7438.68,7630.609,7827.279000000001,8028.385,8233.465,8443.139999999999,8659.151,8883.708000000001,9118.494000000001,9364.191999999999,9620.308999999999,9885.538000000001,10158.01,10436.292,10720.714,11011.812,11309.118,11612.194,11920.96,12235.143,12555.917,12886.569,13231.458,13593.85,13974.739,14373.738,14790.537,15224.248,15674.093,16140.203,16622.392,17118.896,17627.272,18145.751,18673.613,19210.889,19757.481,20313.633,20879.515,21455.156,22040.48,22635.383,23239.694,23853.578,24476.883,25110.238,25755.441,26414.854,27090.132,27781.909,28489.901,29213.709,29952.592,30705.87,31473.392,32254.994,33050.106,33858.077,34678.152,35509.984,36353.131,37206.61,38069.299,38940.301,39819.067,40705.368,41599.254,42500.888,43410.343,44327.484,45251.949,46183.614,47122.327,48067.962,49020.232,49979.03,50944.452,51916.765,52896.022,53882.008,54874.364,55872.485,56875.759,57883.517
"ECA: Mineral-rich countries",92920.856,94720.30899999999,96581.421,98524.957,100565.955,102713.871,104972.004,107338.138,109805.163,112362.766,115002.119,117720.815,120526.929,123441.266,126491.8,129698.594,133072.737,136608.911,140289.844,144089.288,147989.842,151987.158,156092.545,160322.531,164700.84,169245.822,173956.032,178828.286,183875.136,189111.434,194543.795,200184.732,206021.164,212003.341,218063.39,224154.591,230253.612,236378.306,242573.59,248905.711,255421.923,262140.271,269043.455,276101.152,283266.863,290509.237,297830.637,305250.941,312778.829,320427.565,328214.396,336141.221,344228.359,352533.469,361130.169,370073.76,379387.502,389067.391,399106.437,409485.695,420189.482,431219.467,432464.303,443893.344,455654.187,467726.751,480106.959,492785.95,505732.689,518908.753,532285.505,545846.648,559592.522,573531.433,587680.411,602051.125,616641.152,631442.0820000001,646452.829,661671.6139999999,677096.142,692723.253,708548.662,724566.904,740771.575,757156.172,773714.493,790440.325,807325.862,824363.0110000001,841543.2780000001,858858.919,876301.673,893861.71,911528.748,929292.714,947145.341,965078.102,983080.2290000001,1001140.677,1019249.033
